time;m_acc_x;m_acc_y;m_acc_z;m_accG_x;m_accG_y;m_accG_z;m_rotTate_alpha;m_rotTate_beta;m_rotTate_gamma;p_lat;p_long;p_alt;p_acc;p_head;p_speed;steps;distance
2739.0000000001164;-0.5;-0.2;1.7000000000000002;-1.1;2.1;10.8;-8.899999999999999;9.9;13.5;55.60952724;13.01419333;46.60821533203125;10.463167190551758;321.3999938964844;0.7799999713897705;1.0;2.2792792792792764
3746.000000000117;0.9;0.5;0.8;0.7000000000000001;3.2;10.2;5.500000000000001;2.4000000000000004;14.0;55.60950723;13.01413062;51.57470703125;8.312384605407715;294.5;0.8500000238418579;1.0;3.439560439560438
4738.000000000116;0.2;0.4;-1.5;0.5;2.8000000000000003;8.0;6.2;-5.300000000000001;-8.3;55.60950806;13.01410401;52.15673828125;6.736061096191406;314.8999938964844;1.2799999713897705;1.0;4.693069306930694
5741.000000000116;1.9;0.7000000000000001;0.2;2.9000000000000004;2.3000000000000003;9.9;-5.7;-4.4;-8.0;55.60951884;13.01409341;51.4896240234375;5.4512434005737305;292.70001220703125;1.190000057220459;1.0;6.049019607843137
6738.000000000116;0.5;-0.1;2.3000000000000003;1.5;1.9;12.5;-42.2;-5.0;-30.1;55.60951817;13.01406879;51.1153564453125;4.757851600646973;277.79998779296875;1.2000000476837158;1.0;7.216494845360824
7738.000000000116;-0.5;0.0;-1.0;0.3;2.4000000000000004;8.4;0.4;2.9;-12.8;55.60951799;13.01405846;49.38800048828125;4.285402774810791;281.70001220703125;1.0499999523162842;1.0;8.433333333333332
8738.000000000116;-0.2;-0.3;-0.5;0.8;1.7000000000000002;9.0;13.5;0.2;20.9;55.60952146;13.01404647;47.844970703125;3.989091396331787;282.70001220703125;1.1200000047683716;1.0;9.656862745098037
9738.000000000116;-0.3;-0.5;0.9;0.0;1.0;10.5;-16.6;31.3;-7.9;55.60952447;13.01403223;47.0546875;3.791682481765747;279.79998779296875;1.149999976158142;1.0;10.901098901098898
10738.000000000116;-0.7000000000000001;0.9;1.0;3.8;-1.3;9.7;-22.8;25.8;7.9;55.60952715;13.01401804;45.81494140625;3.790092468261719;277.0;1.090000033378601;1.0;12.202127659574465
11740.000000000116;-0.5;1.1;-2.0;4.0;0.1;6.7;-21.500000000000004;10.8;15.1;55.60952909;13.01400341;45.24737548828125;4.422524452209473;275.20001220703125;1.1200000047683716;1.0;13.541176470588233
12739.000000000116;0.5;0.5;-0.4;4.9;-0.1;8.4;-60.00000000000001;-5.0;22.5;55.60953004;13.01398771;46.83770751953125;4.15353536605835;274.29998779296875;1.1399999856948853;1.0;14.880434782608646
13740.000000000116;0.0;-2.1;4.1000000000000005;3.8;-1.9;13.9;-114.6;3.7000000000000006;-12.8;55.60953132;13.01397414;47.2685546875;4.667931079864502;282.1000061035156;1.2100000381469729;11.616666666666632;16.3409090909091
14738.000000000116;-0.3;-3.6;-1.5;3.6;-2.4000000000000004;7.9;8.5;-20.2;-23.800000000000004;55.60952968;13.01395328;46.22332763671875;4.78892707824707;267.20001220703125;1.440000057220459;13.633333333333297;17.75581395348843
15738.000000000116;-0.1;-1.4;-1.0;4.4;-1.4;7.800000000000001;73.5;-7.200000000000001;5.300000000000001;55.60952614;13.01393617;45.722900390625;4.988414287567139;261.0;1.2100000381469729;14.63709677419353;19.050000000000008
16738.000000000116;-0.2;-0.3;0.5;4.1000000000000005;-2.5;9.4;68.3;-6.8;59.40000000000001;55.60953045;13.01392261;45.28753662109375;4.990176677703857;290.79998779296875;1.3300000429153442;16.62399999999993;20.302083333333368
17738.000000000116;2.0;0.7000000000000001;5.2;5.9;-1.2000000000000002;14.0;-52.80000000000001;-33.6;24.1;55.60953188;13.01390766;45.5;4.803024768829346;271.5;1.2400000095367432;18.633333333333297;21.606382978723396
18739.00000000012;0.1;2.1;-0.7000000000000001;4.6000000000000005;0.3;7.9;-36.9;7.6;-33.2;55.60953206;13.0138926;46.03741455078125;5.043909072875977;267.20001220703125;1.190000057220459;19.63199999999993;22.886597938144327
19738.00000000012;-1.0;1.8;-2.3000000000000003;3.8;0.0;6.1000000000000005;-23.6;27.6;-24.7;55.60953413;13.01387581;46.53057861328125;5.266107082366943;272.70001220703125;1.2000000476837158;21.62399999999993;24.14150943396226
20738.00000000012;-0.1;-0.9;3.4000000000000004;4.6000000000000005;-2.5;11.9;-32.0;-40.0;73.6;55.60953442;13.01386163;46.8697509765625;5.1755690574646;263.79998779296875;1.190000057220459;23.63865546218487;25.40243902439023
