time;m_acc_x;m_acc_y;m_acc_z;m_accG_x;m_accG_y;m_accG_z;m_rotTate_alpha;m_rotTate_beta;m_rotTate_gamma;steps;distance
210.0;0.8;0.3;0.8;0.7000000000000001;1.6;10.6;-14.5;-7.500000000000001;-5.8;0.0;0.0
860.0;-0.4;-0.9;-0.4;-0.5;1.4;9.5;8.899999999999999;-13.6;16.900000000000002;1.0;1.0108695652173914
877.0;-0.5;-1.0;-0.4;-0.5;1.3;9.7;8.5;-11.7;13.4;1.0;1.032608695652174
894.0;-0.7000000000000001;-1.2000000000000002;-0.5;-0.7000000000000001;1.1;9.5;10.4;-8.3;8.899999999999999;1.0;1.0543478260869568
911.0;-0.9;-1.3;-0.6000000000000001;-0.7000000000000001;1.1;9.5;10.4;-8.3;8.899999999999999;1.0;1.0760869565217395
927.0;-1.1;-1.5;-1.0;-1.0;1.0;8.9;12.5;-7.400000000000001;10.4;1.0;1.0869565217391308
944.0;-0.9;-1.4;-1.4;-0.7000000000000001;1.2000000000000002;8.4;14.5;-7.300000000000001;14.1;1.0;1.1086956521739135
960.0;-0.7000000000000001;-1.2000000000000002;-2.0;-0.6000000000000001;1.3;7.9;21.4;-9.4;19.4;1.0;1.1304347826086962
977.0;-0.6000000000000001;-1.2000000000000002;-2.3000000000000003;-0.5;1.3;7.6;23.3;-7.6;21.6;1.0;1.152173913043479
993.0;-0.5;-1.2000000000000002;-2.5;-0.2;1.5;7.1000000000000005;23.3;-7.6;21.6;1.0;1.1739130434782616
1010.0;-0.3;-1.0;-3.0;-0.1;1.6;6.7;21.1;0.3;22.8;1.0;1.1956521739130443
1027.0;-0.3;-1.0;-3.0;-0.1;1.6;6.7;20.6;1.1;22.3;1.0;1.217391304347827
1043.0;-0.3;-1.0;-2.7;0.0;1.7000000000000002;6.9;20.6;1.1;22.3;1.0;1.2391304347826098
1061.0;-0.2;-1.0;-2.8000000000000003;0.1;1.8;6.7;23.6;-1.6;22.1;1.0;1.2608695652173925
1078.0;-0.2;-1.0;-2.7;0.1;1.8;6.800000000000001;23.4;-14.900000000000002;19.5;1.0;1.2826086956521752
1093.0;-0.2;-1.0;-2.2;0.1;1.8;7.2;13.3;-16.1;18.1;1.0;1.3043478260869579
1113.0;-0.2;-1.0;-1.0;0.2;1.8;8.200000000000001;0.4;-17.0;17.300000000000004;1.0;1.3260869565217406
1129.0;-0.1;-1.0;-0.3;0.5;1.8;9.5;-8.600000000000001;-20.0;15.9;1.0;1.3478260869565233
1145.0;0.3;-1.1;1.2000000000000002;0.9;1.6;10.7;-9.2;-27.0;13.1;1.0;1.369565217391306
1160.0;0.3;-1.2000000000000002;1.8;1.1;1.4;12.0;-9.2;-27.0;13.1;1.0;1.3913043478260887
1177.0;0.7000000000000001;-1.2000000000000002;3.2;1.6;1.5;12.7;-4.800000000000001;-35.1;11.000000000000002;1.0;1.4130434782608714
1193.0;0.9;-1.0;3.0;1.8;1.7000000000000002;12.5;4.6;-22.8;4.9;1.0;1.434782608695654
1210.0;0.9;-0.9;2.6;1.6;1.8;11.6;4.6;-22.8;4.9;1.0;1.4565217391304368
1227.0;0.4;-0.9;1.4;1.2000000000000002;1.9;10.4;6.4;-10.5;-0.3;1.0;1.4782608695652195
1243.0;0.1;-0.6000000000000001;-0.1;1.0;2.1;9.2;5.300000000000001;0.4;-4.7;1.0;1.4891304347826109
1260.0;-0.1;-0.5;-0.8;0.9;2.2;8.8;1.6;-12.7;-5.2;1.0;1.5108695652173936
1279.0;0.5;-0.4;0.7000000000000001;1.5;2.3000000000000003;10.1;-3.1;-20.1;-8.5;1.0;1.5326086956521763
1293.0;0.8;-0.4;1.2000000000000002;1.9;2.2;11.0;-3.1;-20.1;-8.5;1.0;1.554347826086959
1310.0;0.7000000000000001;-0.8;2.0;1.7000000000000002;1.7000000000000002;11.6;-16.200000000000003;-1.7;-22.1;1.0;1.5760869565217417
1327.0;0.4;-1.1;2.3000000000000003;1.0;1.1;12.2;-16.200000000000003;-1.7;-22.1;1.0;1.5978260869565244
1344.0;-0.3;-1.7000000000000002;2.8000000000000003;0.9;0.7000000000000001;12.5;-13.6;-1.7;-21.4;1.0;1.619565217391307
1360.0;0.3;-1.6;2.1;1.5;1.2000000000000002;11.4;10.2;-7.1000000000000005;-5.0;1.0;1.6413043478260898
1377.0;1.2000000000000002;-0.5;0.2;2.3000000000000003;2.1;9.8;10.8;-5.8;-5.9;1.0;1.6630434782608725
1394.0;1.5;0.0;-0.5;2.4000000000000004;2.7;8.8;10.8;-5.8;-5.9;1.0;1.6847826086956552
1411.0;1.1;0.2;-1.4;2.0;2.8000000000000003;8.1;2.9;-0.5;-14.2;1.0;1.6956521739130466
1427.0;0.6000000000000001;0.1;-1.8;1.6;2.6;7.9;-8.700000000000001;2.4000000000000004;-26.200000000000003;1.0;1.7173913043478293
1443.0;0.2;-0.2;-1.4;1.2000000000000002;2.3000000000000003;8.3;-3.0;-5.4;-24.7;1.0;1.739130434782612
1460.0;0.2;-0.4;-1.1;1.4;2.2;8.6;-3.0;-5.4;-24.7;1.0;1.7608695652173947
1477.0;0.7000000000000001;-0.4;-1.1;1.9;2.3000000000000003;8.4;21.200000000000003;-10.9;-17.0;1.0;1.7826086956521774
1494.0;1.2000000000000002;-0.2;-1.9;2.3000000000000003;2.5;7.6;29.200000000000003;-5.8;-18.8;1.0;1.80434782608696
1512.0;1.3;-0.1;-3.1;2.4000000000000004;2.7;6.5;29.200000000000003;1.2000000000000002;-24.1;1.0;1.8260869565217428
1527.0;1.1;-0.2;-3.6;1.9;2.6;5.7;29.200000000000003;1.2000000000000002;-24.1;1.0;1.8478260869565255
1545.0;0.2;-0.5;-3.8;1.1;2.4000000000000004;5.7;11.8;8.5;-31.4;1.0;1.891304347826091
1560.0;-0.3;-0.6000000000000001;-3.4000000000000004;0.2;2.2;6.5;11.8;8.5;-31.4;1.0;1.9130434782608736
1577.0;-1.1;-0.7000000000000001;-2.2;-0.3;2.2;7.5;5.500000000000001;8.2;-27.0;1.0;1.9347826086956563
1595.0;-1.1;-0.6000000000000001;-1.3;-0.2;2.4000000000000004;8.0;12.8;11.7;-9.2;1.0;1.956521739130439
1610.0;-0.9;-0.2;-1.5;-0.1;2.8000000000000003;7.7;18.0;16.8;-3.1;1.0;1.9782608695652217
1627.0;-0.9;-0.2;-2.1;-0.2;2.9000000000000004;7.0;18.0;16.8;-3.1;1.0;2.013157894736842
1643.0;-0.9;-0.1;-2.0;-0.2;3.0;7.5;14.300000000000002;16.3;1.8000000000000005;1.0;2.039473684210526
1660.0;-0.8;0.1;-0.7000000000000001;0.0;3.2;8.8;-8.5;2.5;15.3;1.0;2.06578947368421
1677.0;0.0;0.5;1.4;0.7000000000000001;3.5;10.5;-13.4;-10.0;18.9;1.0;2.0921052631578942
1694.0;0.5;0.6000000000000001;2.5;1.5;3.5;12.2;-13.4;-10.0;18.9;1.0;2.1184210526315783
1710.0;1.2000000000000002;0.6000000000000001;3.7;2.2;3.6;13.1;-4.5;-23.700000000000003;13.6;1.0;2.1447368421052624
1727.0;1.6;0.8;4.2;2.5;3.8;13.5;-3.0;-18.3;5.8;1.0;2.1710526315789465
1743.0;1.4;0.8;4.3;2.2;3.7;13.4;-3.0;-18.3;5.8;1.0;2.1973684210526305
1760.0;0.5;0.3;3.1;1.1;3.1;11.9;-8.3;11.1;-10.9;1.0;2.2105263157894726
1777.0;-0.3;0.0;1.9;-0.1;2.5;10.7;-8.3;11.1;-10.9;1.0;2.2368421052631566
1793.0;-1.3;-0.6000000000000001;1.3;-0.5;1.9;11.4;-18.4;6.1000000000000005;-9.1;1.0;2.2631578947368407
1810.0;-1.4;-1.1;3.2;-0.4;1.5;13.5;-27.4;-5.6;-2.3;1.0;2.2894736842105248
1827.0;-1.1;-1.4;5.1000000000000005;-0.1;1.2000000000000002;14.8;-6.4;-14.400000000000002;13.7;1.0;2.315789473684209
1844.0;-0.8;-1.8;4.800000000000001;0.2;0.9;14.3;20.3;-7.500000000000001;20.4;1.0;2.342105263157893
1861.0;-0.7000000000000001;-1.8;3.4000000000000004;0.4;1.0;11.6;20.3;-7.500000000000001;20.4;1.0;2.368421052631577
1879.0;-0.6000000000000001;-1.7000000000000002;-0.2;0.5;1.4;8.8;47.900000000000006;-7.500000000000001;29.0;1.0;2.394736842105261
1894.0;-0.3;-1.2000000000000002;-2.3000000000000003;0.9;1.9;7.1000000000000005;34.800000000000004;-15.3;28.1;1.0;2.421052631578945
1910.0;-0.1;-0.9;-2.7;1.2000000000000002;2.3000000000000003;7.0;34.800000000000004;-15.3;28.1;1.0;2.447368421052629
1927.0;0.1;-0.6000000000000001;-1.6;1.4;2.4000000000000004;8.4;11.4;-18.200000000000003;22.8;1.0;2.4736842105263133
1943.0;0.1;-0.6000000000000001;-0.7000000000000001;1.4;2.4000000000000004;8.4;-8.5;-15.5;16.0;1.0;2.4999999999999973
1960.0;0.4;-1.5;0.3;1.5;1.9;9.6;-12.8;-12.2;9.3;1.0;2.5263157894736814
1977.0;-1.1;-1.1;0.9;0.7000000000000001;1.7000000000000002;9.7;-3.5;-11.6;6.699999999999999;1.0;2.5526315789473655
1993.0;-0.2;-1.2000000000000002;-0.9;1.2000000000000002;1.8;8.4;24.7;-10.0;14.400000000000002;1.0;2.5657894736842075
2010.0;0.1;-1.0;-1.4;1.6;2.0;8.0;25.6;-10.8;14.6;1.0;2.5921052631578916
2027.0;0.4;-0.9;-1.5;2.2;2.3000000000000003;7.7;25.6;-10.8;14.6;1.0;2.6184210526315757
2046.0;0.9;-0.6000000000000001;-2.0;2.3000000000000003;2.5;7.0;24.3;-3.1;10.4;1.0;2.6447368421052597
2062.0;0.6000000000000001;-0.7000000000000001;-3.2;1.9;2.5;5.9;22.5;9.1;-8.100000000000001;1.0;2.671052631578944
2079.0;-0.2;-0.9;-3.6;1.2000000000000002;2.4000000000000004;5.6000000000000005;17.0;0.8;-13.1;1.0;2.697368421052628
2095.0;-0.4;-1.0;-3.2;0.9;2.2;6.6000000000000005;17.0;0.8;-13.1;1.0;2.723684210526312
2111.0;-0.4;-1.1;-1.8;1.1;2.2;7.6;11.2;-15.5;-11.5;1.0;2.749999999999996
2127.0;-0.2;-1.1;-1.2000000000000002;1.1;2.2;7.6;11.2;-15.5;-11.5;1.0;2.77631578947368
2145.0;0.3;-0.9;-0.3;1.9;2.7;8.6;14.2;-4.4;-10.9;1.0;2.802631578947364
2161.0;0.7000000000000001;-0.6000000000000001;-0.9;2.1;2.9000000000000004;8.1;17.200000000000003;9.8;-13.200000000000005;1.0;2.828947368421048
2178.0;0.7000000000000001;-0.6000000000000001;-1.1;1.9;2.8000000000000003;8.1;10.8;14.800000000000002;-24.5;1.0;2.8552631578947323
2193.0;0.4;-1.0;-0.8;1.7000000000000002;2.5;8.3;6.300000000000001;11.000000000000002;-27.4;1.0;2.8815789473684164
2210.0;0.2;-1.3;-0.5;1.3;2.1;9.1;6.300000000000001;11.000000000000002;-27.4;1.0;2.9078947368421004
2227.0;-0.1;-1.6;0.8;1.1;1.8;10.1;-2.0;-1.2000000000000002;-24.200000000000003;1.0;2.9342105263157845
2244.0;-0.1;-1.7000000000000002;1.3;1.1;1.8;10.1;-2.0;-1.2000000000000002;-24.200000000000003;1.0;2.9605263157894686
2260.0;0.1;-1.5;1.8;1.6;2.2;10.7;-0.8;-5.0;-17.5;1.0;2.9868421052631526
2277.0;0.4;-1.1;1.2000000000000002;1.6;2.3000000000000003;9.9;0.9000000000000001;-5.500000000000001;-11.6;1.0;3.015873015873016
2293.0;0.4;-1.3;-0.4;1.8;2.2;8.6;-6.2;-20.1;-1.4;1.0;3.0476190476190474
2310.0;0.7000000000000001;-1.2000000000000002;-0.9;1.8;2.2;8.6;-6.2;-20.1;-1.4;1.0;3.079365079365079
2327.0;1.2000000000000002;-1.1;1.8;3.0;1.9;13.2;-25.300000000000004;-51.4;-1.8000000000000005;1.0;3.1111111111111107
2343.0;1.8;-1.7000000000000002;7.800000000000001;3.6;1.3;17.5;-39.400000000000006;-38.8;-4.2;1.0;3.1428571428571423
2360.0;1.9;-2.1;7.5;3.5;1.0;16.400000000000002;-6.1000000000000005;16.5;-1.7;1.0;3.174603174603174
2377.0;1.7000000000000002;-1.9;4.7;3.1;1.4;11.3;-6.1000000000000005;16.5;-1.7;1.0;3.2063492063492056
2394.0;1.4;-1.5;-0.8;3.1;1.9;7.7;23.800000000000004;29.4;1.9;1.0;3.2380952380952372
2410.0;1.8;-0.9;-2.3000000000000003;3.5;2.5;7.2;16.1;-35.7;3.9;1.0;3.2857142857142847
2429.0;1.7000000000000002;-0.4;-0.5;3.6;2.8000000000000003;8.700000000000001;-8.0;-34.60000000000001;-0.1;1.0;3.3174603174603163
2443.0;1.5;-0.4;0.3;3.2;2.8000000000000003;9.5;-8.0;-34.60000000000001;-0.1;1.0;3.349206349206348
2461.0;0.9;-0.3;-0.2;2.5;2.7;8.8;-22.000000000000004;14.6;-11.000000000000002;1.0;3.3809523809523796
2480.0;-0.3;-0.7000000000000001;-1.7000000000000002;1.4;2.4000000000000004;7.5;-13.1;18.9;-11.900000000000002;1.0;3.4126984126984112
2493.0;-0.9;-0.9;-2.4000000000000004;0.5;2.1;6.4;-13.1;18.9;-11.900000000000002;1.0;3.444444444444443
2511.0;-0.9;-0.9;-2.4000000000000004;0.5;2.1;6.4;-13.1;18.9;-11.900000000000002;1.0;3.4761904761904745
2527.0;-1.0;-0.4;-3.2;0.9;2.7;6.0;3.4;-7.8;3.8;1.0;3.4920634920634903
2543.0;-0.6000000000000001;-0.1;-3.3000000000000003;1.2000000000000002;3.0;5.800000000000001;1.9;-3.5;3.1;1.0;3.523809523809522
2560.0;-0.5;0.0;-3.4000000000000004;1.2000000000000002;3.2;5.800000000000001;1.9;-3.5;3.1;1.0;3.5396825396825378
2577.0;-0.6000000000000001;0.2;-3.0;1.1;3.2;6.300000000000001;-4.1;-0.3;0.6000000000000001;1.0;3.5555555555555536
2594.0;-0.7000000000000001;0.1;-1.8;1.1;3.2;7.4;-1.7;-1.7;2.4000000000000004;1.0;3.5714285714285694
2610.0;-0.6000000000000001;0.1;-1.2000000000000002;1.4;3.2;8.4;-1.7;-1.7;2.4000000000000004;1.0;3.587301587301585
2627.0;0.0;0.3;-0.2;1.9;3.5;8.8;6.500000000000001;-2.7;5.9;1.0;3.619047619047617
2643.0;0.3;0.5;-0.6000000000000001;2.0;3.7;8.4;27.6;12.0;5.6;1.0;3.6507936507936485
2660.0;0.4;0.6000000000000001;-0.9;2.1;4.0;8.0;27.6;12.0;5.6;1.0;3.68253968253968
2677.0;0.5;0.8;-1.3;2.1;4.2;7.6;28.700000000000003;18.9;2.2;1.0;3.7142857142857117
2693.0;0.3;0.9;-1.6;1.7000000000000002;4.3;7.5;10.5;24.200000000000003;-6.1000000000000005;1.0;3.7460317460317434
2710.0;-0.3;0.7000000000000001;-0.8;1.2000000000000002;4.0;8.3;2.0;17.300000000000004;-5.1000000000000005;1.0;3.777777777777775
2727.0;-0.5;0.5;-0.1;0.9;3.8;9.4;2.0;17.300000000000004;-5.1000000000000005;1.0;3.8095238095238066
2744.0;-0.5;0.3;1.0;1.1;3.8;10.2;-0.5;9.4;0.7;1.0;3.8412698412698383
2760.0;0.1;0.7000000000000001;1.8;1.6;4.1000000000000005;10.9;5.6;-3.6000000000000005;10.3;1.0;3.87301587301587
2777.0;0.5;0.9;2.8000000000000003;2.0;4.4;11.8;8.0;-7.300000000000001;8.700000000000001;1.0;3.9047619047619015
2793.0;0.5;1.0;3.5;2.0;4.5;12.8;8.0;-7.300000000000001;8.700000000000001;1.0;3.936507936507933
2810.0;0.4;1.0;3.1;1.7000000000000002;4.4;11.7;7.300000000000001;26.700000000000003;2.6;1.0;3.968253968253965
2829.0;-0.2;0.4;0.6000000000000001;1.1;3.9;9.6;2.7;26.200000000000003;0.0;1.0;4.012987012987013
2844.0;-0.7000000000000001;0.2;0.0;0.4;3.4000000000000004;9.2;2.7;26.200000000000003;0.0;1.0;4.038961038961039
2860.0;-1.0;-0.2;1.4;0.5;3.1;11.5;-4.6;-4.1;2.9;1.0;4.051948051948052
2877.0;-0.7000000000000001;-0.8;5.1000000000000005;1.0;2.6;14.5;-10.6;-49.2;16.200000000000003;1.0;4.077922077922079
2894.0;-0.1;-0.9;6.300000000000001;1.6;2.4000000000000004;15.4;4.5;-23.1;17.0;1.0;4.103896103896105
2910.0;-0.1;-0.9;4.9;1.5;2.6;12.8;4.5;-23.1;17.0;1.0;4.129870129870131
2927.0;-0.6000000000000001;-0.9;1.2000000000000002;1.0;2.5;10.0;20.9;2.9;6.600000000000001;1.0;4.155844155844157
2943.0;-0.9;-1.1;0.3;1.0;2.5;10.0;20.9;2.9;6.600000000000001;1.0;4.181818181818183
2960.0;-1.6;-1.4;0.2;0.1;2.0;9.7;11.6;-7.699999999999999;6.0;1.0;4.20779220779221
2977.0;-1.6;-1.5;1.3;0.5;2.0;10.6;2.6;-16.3;10.7;1.0;4.233766233766236
2993.0;-0.9;-1.5;1.7000000000000002;1.0;2.0;10.7;12.0;-8.2;18.700000000000003;1.0;4.259740259740262
3011.0;-0.4;-1.5;0.8;1.4;2.0;9.9;25.0;3.7000000000000006;18.700000000000003;1.0;4.285714285714288
3027.0;-0.2;-1.5;0.0;1.7000000000000002;2.1;8.4;25.0;3.7000000000000006;18.700000000000003;1.0;4.3116883116883145
3043.0;0.0;-1.5;-2.0;1.8;2.2;6.800000000000001;36.0;21.7;13.1;1.0;4.337662337662341
3060.0;0.0;-1.6;-3.4000000000000004;1.7000000000000002;2.2;5.5;30.200000000000003;22.1;9.2;1.0;4.363636363636367
3077.0;-0.3;-1.7000000000000002;-3.7;1.3;2.0;5.2;30.200000000000003;22.1;9.2;1.0;4.389610389610393
3094.0;-0.5;-1.9;-3.5;1.2000000000000002;1.9;5.6000000000000005;14.5;14.2;10.6;1.0;4.415584415584419
3110.0;-0.3;-1.8;-3.0;1.4;2.0;5.9;13.6;12.7;12.5;1.0;4.4415584415584455
3127.0;-0.3;-1.7000000000000002;-2.8000000000000003;1.4;2.3000000000000003;6.300000000000001;13.6;12.7;12.5;1.0;4.467532467532472
3143.0;-0.1;-1.4;-2.2;1.7000000000000002;2.6;6.800000000000001;16.900000000000002;8.0;13.6;1.0;4.493506493506498
3160.0;0.1;-1.0;-1.7000000000000002;1.8;3.0;7.1000000000000005;23.90000000000001;5.6;13.4;1.0;4.519480519480524
3177.0;0.1;-0.6000000000000001;-1.9;1.7000000000000002;3.3000000000000003;6.9;21.7;14.300000000000002;11.3;1.0;4.54545454545455
3193.0;0.1;-0.5;-2.1;1.7000000000000002;3.7;6.4;21.7;14.300000000000002;11.3;1.0;4.5714285714285765
3210.0;-0.2;0.2;-2.3000000000000003;1.3;4.3;6.5;10.0;16.5;1.1;1.0;4.597402597402603
3227.0;-0.1;0.4;-1.7000000000000002;1.4;4.4;7.2;4.0;6.600000000000001;-2.2;1.0;4.623376623376629
3243.0;-0.2;0.4;0.1;1.4;4.5;8.700000000000001;0.9000000000000001;0.1;-5.2;1.0;4.649350649350655
3260.0;-0.2;0.4;1.2000000000000002;1.4;4.4;10.4;0.9000000000000001;0.1;-5.2;1.0;4.675324675324681
3277.0;-0.1;0.1;2.1;1.2000000000000002;4.1000000000000005;10.6;17.300000000000004;24.6;-10.4;1.0;4.7012987012987075
3293.0;-0.7000000000000001;-0.3;0.7000000000000001;0.7000000000000001;3.9;9.3;27.4;31.9;-8.100000000000001;1.0;4.727272727272734
3310.0;-0.6000000000000001;-0.3;0.0;0.7000000000000001;4.0;8.200000000000001;27.4;31.9;-8.100000000000001;1.0;4.75324675324676
3327.0;-0.6000000000000001;-0.2;-1.1;0.7000000000000001;4.1000000000000005;7.4;24.6;3.2;-2.6;1.0;4.779220779220786
3344.0;-0.4;-0.2;-1.3;0.9;4.2;7.300000000000001;7.699999999999999;-12.5;-0.3;1.0;4.805194805194812
3360.0;-0.1;0.0;-1.2000000000000002;1.5;4.3;7.5;7.699999999999999;-12.5;-0.3;1.0;4.8311688311688386
3379.0;0.4;0.1;-0.8;1.8;4.2;8.1;-17.5;-18.3;0.5;1.0;4.857142857142865
3394.0;0.4;0.0;0.9;2.0;3.9;10.3;-67.5;-48.8;2.3;1.0;4.883116883116891
3410.0;0.5;-0.5;5.7;2.2;3.3000000000000003;14.5;-70.2;-63.900000000000006;7.500000000000001;1.0;4.92207792207793
3427.0;0.7000000000000001;-0.8;7.7;2.6;2.5;17.2;-70.2;-63.900000000000006;7.500000000000001;1.0;4.9480519480519565
3443.0;0.4;-1.4;8.3;2.2;2.4000000000000004;16.6;-22.2;-4.300000000000001;15.4;1.0;4.974025974025983
3464.0;0.5;-0.9;4.5;2.3000000000000003;2.7;13.1;6.4;39.3;20.1;1.0;5.0144927536231885
3477.0;0.4;-0.7000000000000001;-0.2;2.2;3.0;9.1;26.700000000000003;43.70000000000001;18.8;1.0;5.043478260869565
3493.0;0.1;-0.4;-1.8;1.8;3.4000000000000004;6.6000000000000005;26.700000000000003;43.70000000000001;18.8;1.0;5.072463768115942
3510.0;0.4;0.0;-2.7;2.3000000000000003;3.8;6.5;24.9;-28.500000000000004;18.8;1.0;5.101449275362319
3527.0;0.9;0.5;-0.8;2.9000000000000004;4.3;8.1;5.9;-47.400000000000006;18.4;1.0;5.130434782608696
3543.0;1.3;0.7000000000000001;0.4;3.7;4.5;10.0;5.9;-47.400000000000006;18.4;1.0;5.159420289855073
3560.0;1.9;0.7000000000000001;2.0;4.0;4.4;10.7;-11.3;-11.6;1.8000000000000005;1.0;5.18840579710145
3577.0;1.6;0.4;0.5;3.6;4.1000000000000005;9.2;-1.7;18.4;-12.7;1.0;5.217391304347827
3594.0;1.1;0.1;-1.0;2.4000000000000004;3.6;6.7;-1.7;18.4;-12.7;1.0;5.246376811594204
3610.0;-0.1;-0.5;-3.3000000000000003;1.5;3.2;5.2;7.300000000000001;29.4;-24.200000000000003;1.0;5.275362318840581
3627.0;-1.0;-0.9;-3.8;0.8;2.9000000000000004;5.2;2.9;4.1;-23.4;1.0;5.304347826086958
3643.0;-1.0;-1.1;-3.3000000000000003;0.9;2.8000000000000003;6.0;2.9;4.1;-23.4;1.0;5.333333333333335
3661.0;-0.7000000000000001;-1.0;-2.6;1.2000000000000002;3.0;6.300000000000001;-1.7;1.9;-16.700000000000003;1.0;5.362318840579712
3678.0;-0.3;-0.7000000000000001;-2.5;1.4;3.2;6.2;3.5;14.7;-8.600000000000001;1.0;5.391304347826089
3696.0;-0.3;-0.4;-2.6;1.4;3.5;6.2;9.6;13.6;-5.6;1.0;5.420289855072466
3711.0;-0.2;-0.2;-2.3000000000000003;1.5;3.9;6.7;9.6;13.6;-5.6;1.0;5.449275362318843
3729.0;0.0;0.0;-1.6;1.5;4.0;7.2;17.6;10.3;-2.9;1.0;5.4782608695652195
3743.0;-1.1;-1.1;-1.3;0.6000000000000001;3.2;7.5;32.5;16.700000000000003;8.8;1.0;5.5072463768115965
3760.0;-0.6000000000000001;-0.1;-0.9;1.8;5.1000000000000005;7.5;32.5;16.700000000000003;8.8;1.0;5.536231884057973
3777.0;0.3;1.2000000000000002;-1.5;1.5;5.5;7.0;28.1;31.2;10.1;1.0;5.56521739130435
3793.0;0.0;1.4;-1.3;1.4;5.6000000000000005;7.6;6.699999999999999;28.4;-13.8;1.0;5.594202898550727
3810.0;0.1;1.2000000000000002;-0.4;1.3;5.4;8.200000000000001;-2.5;29.300000000000004;-23.4;1.0;5.623188405797104
3827.0;-0.1;1.0;-0.3;0.8;5.1000000000000005;8.4;-2.5;29.300000000000004;-23.4;1.0;5.652173913043481
3844.0;-0.5;0.8;0.1;0.3;4.9;8.700000000000001;-9.3;28.700000000000003;-29.500000000000004;1.0;5.681159420289858
3860.0;-1.3;0.4;0.3;-0.5;4.5;9.1;-20.2;13.4;-24.7;1.0;5.710144927536235
3878.0;-1.9;-0.1;1.5;-0.9;4.0;10.2;-24.1;2.1;-9.7;1.0;5.739130434782612
3895.0;-2.0;-0.3;2.0;-0.8;3.6;11.2;-24.1;2.1;-9.7;1.0;5.768115942028989
3910.0;-0.9;0.1;2.9000000000000004;0.3;4.4;11.8;-17.300000000000004;-13.000000000000002;26.1;1.0;5.797101449275366
3929.0;-0.2;1.3;3.3000000000000003;0.9;5.2;12.2;-17.300000000000004;-19.6;28.3;1.0;5.826086956521743
3948.0;0.7000000000000001;1.2000000000000002;5.0;1.8;5.1000000000000005;13.7;-19.9;-27.0;23.2;1.0;5.85507246376812
3965.0;0.3;0.6000000000000001;6.7;1.7000000000000002;4.6000000000000005;15.5;-16.1;-16.1;17.799999999999997;1.0;5.884057971014497
3979.0;0.2;0.1;6.6000000000000005;1.5;3.9;15.5;0.8;1.0;18.700000000000003;1.0;5.913043478260874
3993.0;0.1;-0.6000000000000001;4.3;1.3;3.3000000000000003;13.4;21.200000000000003;16.700000000000003;19.9;1.0;5.927536231884062
4010.0;-0.2;-0.8;2.1;1.0;3.2;9.8;21.200000000000003;16.700000000000003;19.9;1.0;5.956521739130439
4030.0;-0.3;-0.7000000000000001;-0.9;1.0;3.3000000000000003;7.800000000000001;27.1;1.0;23.1;1.0;5.985507246376816
4046.0;-0.3;-0.5;-1.4;1.0;3.5;7.5;13.6;-11.7;22.4;1.0;6.026315789473685
4061.0;-0.4;-0.5;-1.0;0.9;3.6;8.5;13.6;-11.7;22.4;1.0;6.05263157894737
4077.0;-0.5;-0.5;0.5;0.9;3.4000000000000004;9.8;0.8;-21.1;20.6;1.0;6.078947368421055
4094.0;-0.6000000000000001;-1.0;1.3;0.9;2.9000000000000004;10.2;-0.6000000000000001;-14.800000000000002;16.3;1.0;6.10526315789474
4110.0;-0.7000000000000001;-1.3;1.1;0.7000000000000001;2.3000000000000003;9.5;-0.6000000000000001;-14.800000000000002;16.3;1.0;6.131578947368425
4128.0;-1.0;-1.8;0.0;0.7000000000000001;2.2;8.8;7.8;-8.0;19.300000000000004;1.0;6.144736842105267
4143.0;-0.7000000000000001;-1.6;0.0;1.2000000000000002;2.5;9.0;21.500000000000004;-16.3;36.1;1.0;6.171052631578952
4160.0;0.2;-1.1;0.6000000000000001;2.0;3.0;9.4;30.000000000000004;-10.2;37.2;1.0;6.197368421052637
4177.0;0.4;-0.9;0.4;2.2;3.2;8.5;30.000000000000004;-10.2;37.2;1.0;6.223684210526322
4194.0;0.2;-1.1;-1.4;1.8;3.0;6.7;39.0;5.1000000000000005;30.8;1.0;6.250000000000007
4210.0;-0.3;-1.7000000000000002;-3.5;1.4;2.6;5.0;43.900000000000006;23.4;16.4;1.0;6.276315789473692
4227.0;-0.5;-2.0;-4.2;0.8;2.2;3.9;43.900000000000006;23.4;16.4;1.0;6.302631578947377
4244.0;-1.1;-2.4000000000000004;-5.0;0.6000000000000001;2.0;3.4000000000000004;39.50000000000001;22.1;15.8;1.0;6.328947368421062
4266.0;-1.1;-2.1;-4.3;0.5;2.3000000000000003;3.8;27.0;7.6;27.6;1.0;6.355263157894747
4277.0;-0.8;-1.9;-3.8;0.9;2.7;4.6000000000000005;23.6;-1.8000000000000005;32.0;1.0;6.381578947368432
4294.0;-0.6000000000000001;-1.6;-3.2;1.4;3.3000000000000003;5.9;23.6;-1.8000000000000005;32.0;1.0;6.407894736842117
4311.0;0.0;-0.8;-1.4;1.9;3.9;7.300000000000001;20.7;-9.9;32.400000000000006;1.0;6.434210526315802
4327.0;0.4;-0.5;-0.1;2.2;4.1000000000000005;8.1;18.3;3.5;21.300000000000004;1.0;6.460526315789487
4343.0;0.3;-0.4;-0.2;2.1;4.2;7.7;14.1;14.300000000000002;14.0;1.0;6.486842105263172
