time;m_acc_x;m_acc_y;m_acc_z;m_accG_x;m_accG_y;m_accG_z;m_rotTate_alpha;m_rotTate_beta;m_rotTate_gamma;steps;distance
170972.0;2.3000000000000003;-1.2000000000000002;2.0;10.3;-7.300000000000001;4.3;11.8;-20.4;-138.7;306.19841269841265;292.80000000000064
170987.0;2.0;-1.1;2.3000000000000003;10.2;-6.7;4.7;11.8;-20.4;-138.7;306.21428571428567;292.8222222222229
171004.0;1.8;-0.9;2.5;10.2;-6.7;4.7;30.3;-37.3;-137.9;306.2301587301587;292.8444444444451
171020.0;0.6000000000000001;-1.2000000000000002;2.8000000000000003;9.4;-6.1000000000000005;5.0;71.7;-58.0;-146.9;306.2460317460317;292.86666666666736
171037.0;0.1;-1.4;2.6;8.9;-6.1000000000000005;4.6000000000000005;71.7;-58.0;-146.9;306.2619047619047;292.8888888888896
171053.0;-0.6000000000000001;-2.0;2.0;8.6;-6.2;3.9;97.8;-65.8;-151.6;306.2777777777777;292.91111111111184
171070.0;-1.0;-2.6;1.2000000000000002;8.4;-6.2;3.2;98.5;-64.4;-152.6;306.2936507936507;292.9333333333341
171087.0;-1.2000000000000002;-2.8000000000000003;0.7000000000000001;8.4;-6.1000000000000005;2.5;98.5;-64.4;-152.6;306.30952380952374;292.9555555555563
171104.0;-1.4;-3.4000000000000004;0.3;8.4;-6.2;2.2;92.0;-62.6;-154.5;306.32539682539675;292.97777777777856
171121.0;-1.7000000000000002;-4.1000000000000005;0.1;8.200000000000001;-6.5;2.0;64.30000000000001;-51.70000000000001;-160.20000000000002;306.34920634920627;293.015625
171137.0;-2.0;-5.0;0.2;8.0;-6.7;2.0;47.7;-43.50000000000001;-161.5;306.3650793650793;293.046875
171154.0;-2.2;-5.4;0.3;7.7;-7.0;2.0;47.7;-43.50000000000001;-161.5;306.3809523809523;293.078125
171170.0;-2.7;-6.2;0.5;7.300000000000001;-7.2;2.1;16.4;-25.5;-157.0;306.3968253968253;293.109375
171187.0;-3.3000000000000003;-6.7;0.7000000000000001;6.800000000000001;-7.2;2.3000000000000003;3.3000000000000007;-16.200000000000003;-150.9;306.4126984126983;293.140625
171205.0;-3.6;-7.0;0.9;6.6000000000000005;-7.0;2.5;-6.699999999999999;-7.9;-143.2;306.42857142857133;293.171875
171220.0;-3.6;-7.2;1.0;6.6000000000000005;-7.2;2.5;-6.699999999999999;-7.9;-143.2;306.44444444444434;293.203125
171237.0;-3.4000000000000004;-8.0;1.0;6.7;-7.6;2.5;-20.7;3.6000000000000005;-129.5;306.46031746031736;293.234375
171254.0;-3.4000000000000004;-8.9;1.0;6.6000000000000005;-8.1;2.6;-26.1;8.0;-121.6;306.47619047619037;293.265625
171270.0;-3.5;-9.4;1.0;6.300000000000001;-8.6;2.7;-26.1;8.0;-121.6;306.4920634920634;293.296875
171287.0;-3.8;-10.1;1.1;6.0;-9.0;2.8000000000000003;-33.300000000000004;12.6;-97.40000000000002;306.5079365079364;293.328125
171305.0;-4.0;-10.7;1.0;5.9;-9.4;2.8000000000000003;-36.1;12.1;-81.60000000000001;306.5238095238094;293.359375
171323.0;-3.6;-11.7;1.1;6.1000000000000005;-10.1;2.9000000000000004;-38.60000000000001;12.5;-65.3;306.5396825396824;293.390625
171337.0;-3.5;-12.2;0.9;6.1000000000000005;-10.9;2.6;-38.60000000000001;12.5;-65.3;306.55555555555543;293.421875
171353.0;-4.1000000000000005;-12.8;0.2;5.300000000000001;-11.2;2.1;-53.3;27.2;-29.800000000000004;306.57142857142844;293.453125
171370.0;-6.4;-12.0;-0.5;3.1;-10.7;1.6;-68.2;36.9;-0.2;306.58730158730145;293.484375
171387.0;-7.5;-11.2;-0.7000000000000001;1.7000000000000002;-9.4;1.6;-68.2;36.9;-0.2;306.60317460317447;293.515625
171403.0;-7.5;-9.6;-0.1;2.6;-8.8;2.6;-86.89999999999999;22.6;84.9;306.626984126984;293.5625
171420.0;-4.3;-9.2;1.6;5.5;-8.9;4.1000000000000005;-75.8;10.5;119.8;306.642857142857;293.59375
171439.0;-1.1;-8.8;2.9000000000000004;8.200000000000001;-9.0;5.2;-50.1;6.600000000000001;144.60000000000002;306.65873015873;293.625
171453.0;0.1;-8.6;2.7;10.1;-9.1;4.9;-50.1;6.600000000000001;144.60000000000002;306.674603174603;293.65625
171470.0;1.8;-7.6;1.5;11.3;-8.6;3.7;14.1;-1.4;172.4;306.69047619047603;293.6875
171487.0;1.9;-5.7;-0.5;11.2;-7.5;2.0;32.2;-9.6;176.5;306.70634920634905;293.71875
171503.0;1.4;-4.7;-1.3;10.3;-6.300000000000001;0.7000000000000001;32.2;-9.6;176.5;306.72222222222206;293.75
171520.0;0.5;-2.9000000000000004;-2.4000000000000004;9.6;-5.300000000000001;-0.1;29.300000000000004;-26.8;183.7;306.73809523809507;293.78125
171537.0;0.5;-1.4;-2.7;9.5;-4.6000000000000005;-0.4;11.7;-28.700000000000003;186.4;306.7539682539681;293.8125
171553.0;0.8;-0.8;-2.5;9.9;-4.1000000000000005;0.1;11.7;-28.700000000000003;186.4;306.7698412698411;293.84375
171572.0;1.4;0.4;-1.5;10.3;-3.4000000000000004;0.9;-12.5;-18.6;185.7;306.7857142857141;293.875
171586.0;2.1;1.7000000000000002;-0.7000000000000001;10.6;-2.8000000000000003;1.5;-59.00000000000001;28.0;169.1;306.8015873015871;293.90625
171606.0;2.4000000000000004;2.6;-0.3;10.6;-2.4000000000000004;1.8;-73.6;46.2;154.5;306.81746031746013;293.9375
171624.0;2.5;3.1;-0.3;10.5;-2.4000000000000004;1.8;-82.3;53.8;139.9;306.83333333333314;293.96875
171639.0;2.5;3.2;-0.2;10.2;-2.5;2.0;-86.60000000000001;54.0;127.1;306.85714285714266;294.0126582278481
171654.0;2.5;3.3000000000000003;0.1;10.1;-2.7;2.2;-88.7;51.0;117.4;306.8730158730157;294.03797468354423
171670.0;2.6;3.3000000000000003;0.2;10.1;-2.9000000000000004;2.4000000000000004;-88.7;51.0;117.4;306.8888888888887;294.0632911392404
171688.0;2.8000000000000003;3.4000000000000004;0.6000000000000001;10.0;-3.1;2.7;-91.0;48.6;109.9;306.9047619047617;294.08860759493655
171706.0;3.1;3.6;1.2000000000000002;10.1;-3.2;3.2;-96.8;49.9;99.7;306.9206349206347;294.1139240506327
171720.0;3.6;3.7;1.9;10.3;-3.3000000000000003;3.7;-96.6;53.3;95.60000000000002;306.9365079365077;294.13924050632886
171737.0;3.9;3.7;2.3000000000000003;10.7;-3.5;4.0;-96.6;53.3;95.60000000000002;306.95238095238074;294.164556962025
171754.0;4.800000000000001;3.5;2.3000000000000003;11.4;-4.0;4.0;-87.2;59.3;83.00000000000001;306.96825396825375;294.1898734177212
171770.0;5.7;2.6;2.5;12.0;-5.0;4.2;-79.6;56.9;76.7;306.98412698412676;294.21518987341733
171787.0;6.0;2.1;2.7;12.3;-5.9;4.4;-79.6;56.9;76.7;308.008;294.26582278480964
171804.0;6.5;1.4;2.9000000000000004;12.6;-6.6000000000000005;4.6000000000000005;-67.9;50.2;75.60000000000001;308.02399999999994;294.2911392405058
171820.0;7.300000000000001;1.2000000000000002;3.1;13.3;-6.6000000000000005;4.7;-28.800000000000004;19.0;92.3;308.0399999999999;294.31645569620196
171837.0;8.1;1.7000000000000002;3.0;14.8;-6.1000000000000005;4.3;-28.800000000000004;19.0;92.3;308.05599999999987;294.3417721518981
171853.0;10.5;2.1;2.6;16.8;-6.1000000000000005;4.3;-5.300000000000001;-5.7;98.9;308.07199999999983;294.36708860759427
171870.0;12.7;2.3000000000000003;3.0;18.4;-6.0;4.6000000000000005;32.0;-47.1;83.70000000000002;308.0879999999998;294.3924050632904
171887.0;13.8;3.0;3.3000000000000003;19.1;-5.300000000000001;4.9;48.3;-49.2;66.80000000000001;308.10399999999976;294.4177215189866
171903.0;13.8;3.9;3.4000000000000004;19.0;-3.6;5.0;48.3;-49.2;66.80000000000001;308.1199999999997;294.44303797468274
171920.0;13.6;6.0;2.5;19.0;-2.0;4.0;64.10000000000001;-39.400000000000006;43.900000000000006;308.1359999999997;294.4683544303789
171936.0;13.5;6.6000000000000005;1.0;19.1;-1.7000000000000002;2.9000000000000004;74.2;-15.7;-37.3;308.15199999999965;294.49367088607505
171953.0;12.5;5.0;-0.2;18.4;-2.9000000000000004;2.0;63.0;-2.8;-87.89999999999999;308.1679999999996;294.5189873417712
171970.0;11.6;3.6;-0.5;17.3;-5.0;1.9;63.0;-2.8;-87.89999999999999;308.18399999999957;294.54430379746736
171987.0;9.7;0.8;-0.3;15.9;-7.0;2.1;37.2;19.700000000000003;-155.9;308.19999999999953;294.5696202531635
172003.0;8.3;-0.4;-0.3;15.9;-7.0;2.1;37.2;19.700000000000003;-155.9;308.2159999999995;294.5949367088597
172020.0;5.4;-1.5;-0.8;11.9;-8.200000000000001;1.8;29.700000000000006;26.1;-166.70000000000002;308.23199999999946;294.62025316455583
172047.0;2.6;-1.4;-0.5;10.7;-7.7;2.1;18.5;16.0;-161.4;308.2479999999994;294.645569620252
172053.0;2.1;-1.2000000000000002;-0.1;10.0;-7.1000000000000005;2.7;19.6;3.7000000000000006;-159.3;308.2639999999994;294.67088607594815
172071.0;1.1;-1.2000000000000002;0.8;9.4;-6.7;3.6;27.6;-7.400000000000001;-159.3;308.27999999999935;294.6962025316443
172087.0;0.7000000000000001;-1.4;1.3;9.1;-6.6000000000000005;4.3;27.6;-7.400000000000001;-159.3;308.2959999999993;294.72151898734046
172104.0;0.0;-1.8;1.7000000000000002;8.6;-6.5;4.6000000000000005;62.2;-23.3;-161.20000000000002;308.3119999999993;294.7468354430366
172122.0;-0.8;-2.2;1.5;8.200000000000001;-6.4;4.4;80.60000000000001;-27.800000000000004;-161.9;308.32799999999924;294.7721518987328
172137.0;-1.3;-2.4000000000000004;1.2000000000000002;7.7;-6.300000000000001;3.8;80.60000000000001;-27.800000000000004;-161.9;308.3439999999992;294.79746835442893
172154.0;-2.0;-3.0;0.4;7.300000000000001;-6.300000000000001;3.1;94.3;-31.7;-162.20000000000002;308.35999999999916;294.8227848101251
172170.0;-2.4000000000000004;-3.8;-0.3;7.2;-6.5;2.6;101.3;-35.8;-157.9;308.3759999999991;294.84810126582124
172187.0;-2.5;-4.1000000000000005;-0.6000000000000001;7.300000000000001;-6.6000000000000005;2.1;101.3;-35.8;-157.9;308.3919999999991;294.8734177215174
172203.0;-2.3000000000000003;-4.800000000000001;-1.1;7.4;-6.6000000000000005;1.5;97.5;-35.9;-154.40000000000003;308.40799999999905;294.89873417721356
172221.0;-2.5;-5.2;-1.8;7.4;-6.5;0.9;76.89999999999999;-34.1;-150.5;308.423999999999;294.9240506329097
172236.0;-2.6;-5.7;-2.1;7.300000000000001;-6.6000000000000005;0.6000000000000001;60.8;-33.2;-149.50000000000003;308.439999999999;294.94936708860587
172253.0;-2.8000000000000003;-6.1000000000000005;-2.1;7.0;-6.800000000000001;0.5;60.8;-33.2;-149.50000000000003;308.45599999999894;294.974683544302
172270.0;-3.1;-7.0;-2.0;6.800000000000001;-7.2;0.5;42.5;-30.6;-147.5;308.4799999999989;295.0121951219512
172287.0;-3.5;-7.6;-1.7000000000000002;6.4;-7.300000000000001;0.7000000000000001;3.8;-19.0;-136.3;308.49599999999884;295.0365853658536
172305.0;-4.0;-8.0;-1.4;5.9;-7.300000000000001;0.9;-13.5;-10.5;-127.8;308.5119999999988;295.06097560975604
172320.0;-4.3;-8.200000000000001;-1.3;5.4;-7.4;1.1;-13.5;-10.5;-127.8;308.52799999999877;295.08536585365846
172337.0;-4.9;-8.6;-1.1;4.800000000000001;-7.6;1.3;-42.900000000000006;6.600000000000001;-108.0;308.54399999999873;295.1097560975609
172353.0;-5.4;-9.2;-1.1;4.3;-7.9;1.3;-54.6;12.4;-94.4;308.5599999999987;295.1341463414633
172370.0;-5.6000000000000005;-9.5;-1.1;3.8;-8.4;1.4;-54.6;12.4;-94.4;308.57599999999866;295.1585365853657
172387.0;-6.300000000000001;-10.0;-1.1;3.1;-8.700000000000001;1.5;-74.60000000000001;16.3;-56.2;308.5919999999986;295.1829268292681
172408.0;-6.6000000000000005;-10.2;-1.0;2.9000000000000004;-9.0;1.7000000000000002;-82.7;12.9;-30.5;308.6079999999986;295.20731707317054
172420.0;-6.2;-10.6;-0.9;3.8;-10.0;2.0;-82.7;12.9;-30.5;308.6319999999985;295.24390243902417
172437.0;-4.800000000000001;-11.6;-0.6000000000000001;4.9;-10.9;2.2;-90.0;6.9;-4.800000000000001;308.6479999999985;295.2682926829266
172453.0;-4.0;-12.4;-0.6000000000000001;5.4;-11.8;2.2;-104.6;0.8;43.8;308.66399999999845;295.292682926829
172470.0;-4.2;-12.0;-0.5;5.2;-11.7;2.3000000000000003;-114.5;-6.600000000000001;75.8;308.6799999999984;295.3170731707314
172486.0;-3.8;-11.2;0.1;6.1000000000000005;-11.0;3.4000000000000004;-114.5;-6.600000000000001;75.8;308.6959999999984;295.34146341463384
172503.0;-1.8;-10.0;2.0;8.3;-10.5;5.1000000000000005;-108.90000000000002;-38.60000000000001;146.3;308.71199999999834;295.36585365853625
172520.0;1.5;-9.0;4.1000000000000005;11.2;-10.3;6.6000000000000005;-83.30000000000001;-49.4;170.9;308.7279999999983;295.39024390243867
172537.0;3.3000000000000003;-8.700000000000001;4.7;14.0;-10.4;7.1000000000000005;-83.30000000000001;-49.4;170.9;308.74399999999827;295.4146341463411
172554.0;5.9;-8.0;4.3;15.5;-10.0;6.1000000000000005;-47.0;-52.5;184.9;308.75999999999823;295.4390243902435
172570.0;6.300000000000001;-6.0;2.5;15.2;-8.700000000000001;4.3;14.6;-47.1;186.2;308.7759999999982;295.4634146341459
172588.0;4.6000000000000005;-3.5;0.7000000000000001;13.6;-7.0;2.7;25.0;-48.3;180.3;308.79199999999815;295.48780487804834
172603.0;3.6;-2.4000000000000004;0.4;11.9;-5.5;2.2;25.0;-48.3;180.3;308.8079999999981;295.51219512195075
172620.0;2.3000000000000003;0.1;0.1;11.0;-3.8;1.8;21.500000000000004;-35.7;180.4;308.8239999999981;295.53658536585317
172636.0;2.3000000000000003;2.5;-0.4;10.8;-2.3000000000000003;1.4;8.600000000000001;-15.3;175.10000000000002;308.83999999999804;295.5609756097556
172653.0;2.5;3.5;-0.6000000000000001;11.0;-1.0;1.1;-10.2;11.4;160.8;308.855999999998;295.585365853658
172670.0;2.8000000000000003;5.1000000000000005;-0.8;10.8;-0.2;1.0;-10.2;11.4;160.8;308.87199999999797;295.6097560975604
172687.0;2.5;5.800000000000001;-1.2000000000000002;10.2;0.0;0.6000000000000001;-46.2;56.0;115.9;308.88799999999793;295.63414634146284
172705.0;1.7000000000000002;5.800000000000001;-1.5;9.4;-0.3;0.5;-58.3;60.7;95.7;308.9039999999979;295.65853658536525
172720.0;1.3;5.5;-1.5;8.6;-1.0;0.6000000000000001;-58.3;60.7;95.7;308.91999999999786;295.68292682926767
172737.0;0.9;4.7;-1.2000000000000002;8.200000000000001;-1.8;0.8;-72.80000000000001;49.2;74.0;308.9359999999978;295.7073170731701
172754.0;0.8;4.4;-1.1;8.200000000000001;-1.8;0.8;-72.80000000000001;49.2;74.0;308.9519999999978;295.7317073170725
172771.0;1.0;3.9;-0.5;8.1;-3.0;1.7000000000000002;-79.5;43.00000000000001;70.10000000000001;308.96799999999774;295.7560975609749
172793.0;1.1;3.6;0.5;8.200000000000001;-3.3000000000000003;2.4000000000000004;-90.1;40.6;69.7;308.9839999999977;295.78048780487734
172804.0;1.9;3.4000000000000004;1.1;8.8;-3.6;2.7;-91.8;41.3;70.7;310.0083333333333;295.8292682926822
172822.0;2.4000000000000004;3.3000000000000003;1.3;8.8;-3.6;2.7;-91.8;41.3;70.7;310.025;295.8536585365846
172837.0;3.3000000000000003;2.9000000000000004;1.7000000000000002;10.2;-4.5;3.2;-92.5;40.8;69.5;310.04166666666663;295.878048780487
172853.0;4.3;2.5;2.1;10.9;-5.0;3.4000000000000004;-90.9;37.400000000000006;68.5;310.0583333333333;295.9024390243894
172870.0;5.300000000000001;2.5;2.6;11.6;-5.1000000000000005;3.8;-88.3;35.9;68.0;310.07499999999993;295.92682926829184
172887.0;5.6000000000000005;2.6;2.9000000000000004;12.1;-4.9;4.2;-88.3;35.9;68.0;310.0916666666666;295.95121951219426
172903.0;6.4;3.1;3.4000000000000004;12.7;-4.7;4.5;-83.00000000000001;35.0;67.10000000000001;310.10833333333323;295.9756097560967
172920.0;7.4;3.3000000000000003;4.0;13.5;-4.5;5.0;-60.6;30.4;57.9;310.1333333333332;296.0138888888889
172937.0;8.200000000000001;3.8;4.4;14.1;-4.2;5.300000000000001;-42.1;30.1;48.0;310.14999999999986;296.04166666666674
172955.0;8.9;3.7;4.1000000000000005;15.3;-4.6000000000000005;5.0;-42.1;30.1;48.0;310.1666666666665;296.06944444444457
172972.0;10.2;2.7;4.2;16.2;-5.4;5.2;0.7;16.3;16.700000000000003;310.18333333333317;296.0972222222224
172987.0;10.5;2.1;3.9;16.5;-6.0;5.0;25.200000000000003;13.1;3.5;310.1999999999998;296.1250000000002
173003.0;10.4;2.0;3.6;16.3;-5.7;4.5;25.200000000000003;13.1;3.5;310.21666666666647;296.15277777777806
173020.0;10.1;3.2;2.6;16.2;-4.2;3.6;47.60000000000001;11.3;-6.0;310.2333333333331;296.1805555555559
173037.0;10.0;4.5;1.0;16.400000000000002;-3.3000000000000003;2.4000000000000004;77.1;1.3;-43.2;310.2499999999998;296.2083333333337
173053.0;10.2;4.5;0.3;16.900000000000002;-3.6;1.7000000000000002;77.1;1.3;-43.2;310.2666666666664;296.23611111111154
173070.0;10.2;2.8000000000000003;-0.6000000000000001;16.900000000000002;-5.2;1.3;76.89999999999999;-6.4;-77.1;310.2833333333331;296.26388888888937
173086.0;9.3;0.6000000000000001;-0.5;16.3;-6.7;1.5;58.900000000000006;-10.5;-138.20000000000002;310.2999999999997;296.2916666666672
173103.0;7.7;-1.4;-0.4;15.3;-8.0;1.7000000000000002;50.60000000000001;-9.8;-155.60000000000002;310.3166666666664;296.319444444445
173121.0;6.800000000000001;-1.9;-0.2;14.1;-8.4;2.0;50.60000000000001;-9.8;-155.60000000000002;310.33333333333303;296.34722222222285
173136.0;5.1000000000000005;-2.3000000000000003;0.1;13.0;-8.1;2.5;42.5;-7.8;-165.7;310.3499999999997;296.3750000000007
173153.0;3.4000000000000004;-2.5;0.7000000000000001;11.8;-7.800000000000001;3.0;32.300000000000004;-0.6000000000000001;-179.40000000000003;310.36666666666633;296.4027777777785
173170.0;1.5;-2.6;1.2000000000000002;10.5;-7.4;3.5;33.2;9.0;-183.80000000000004;310.383333333333;296.43055555555634
173186.0;0.6000000000000001;-2.6;1.2000000000000002;9.2;-6.9;3.6;33.2;9.0;-183.80000000000004;310.39999999999964;296.45833333333417
173203.0;-0.9;-2.9000000000000004;1.1;8.3;-6.800000000000001;3.6;49.8;22.000000000000004;-185.4;310.4166666666663;296.486111111112
173220.0;-1.8;-3.7;0.6000000000000001;7.7;-7.0;3.3000000000000003;63.0;21.300000000000004;-182.4;310.43333333333294;296.5138888888898
173236.0;-2.1;-4.1000000000000005;0.3;7.300000000000001;-7.0;2.7;63.0;21.300000000000004;-182.4;310.4499999999996;296.54166666666765
173256.0;-2.9000000000000004;-4.6000000000000005;-0.6000000000000001;6.6000000000000005;-6.9;2.0;76.7;16.4;-177.9;310.46666666666624;296.5694444444455
173271.0;-4.0;-5.0;-1.5;5.7;-6.800000000000001;1.3;94.9;-2.7;-164.1;310.4833333333329;296.5972222222233
173289.0;-5.0;-5.300000000000001;-2.4000000000000004;4.9;-6.6000000000000005;0.5;94.5;-12.5;-153.10000000000002;310.49999999999955;296.62500000000114
173306.0;-5.5;-5.6000000000000005;-3.0;4.4;-6.300000000000001;-0.1;86.8;-21.300000000000004;-140.0;310.5166666666662;296.65277777777897
173322.0;-5.5;-5.800000000000001;-3.2;4.4;-6.300000000000001;-0.4;73.8;-28.700000000000003;-126.1;310.53333333333285;296.6805555555568
173338.0;-5.4;-6.0;-3.1;4.5;-6.1000000000000005;-0.5;57.400000000000006;-31.1;-113.7;310.5499999999995;296.7083333333346
173353.0;-5.4;-5.9;-3.0;4.3;-5.7;-0.3;57.400000000000006;-31.1;-113.7;310.56666666666615;296.73611111111245
173370.0;-5.800000000000001;-5.800000000000001;-2.6;4.0;-5.4;0.0;40.2;-29.600000000000005;-103.8;310.5833333333328;296.7638888888903
173387.0;-6.2;-5.9;-2.2;3.6;-5.300000000000001;0.2;9.5;-19.1;-85.69999999999999;310.59999999999945;296.7916666666681
173403.0;-6.5;-6.2;-2.1;3.2;-5.4;0.2;-4.0;-13.1;-75.4;310.62499999999943;296.83333333333485
173420.0;-6.5;-6.5;-2.1;3.2;-5.9;0.2;-4.0;-13.1;-75.4;310.6416666666661;296.8611111111127
173436.0;-6.300000000000001;-7.300000000000001;-2.0;3.3000000000000003;-6.5;0.3;-30.7;-4.300000000000001;-51.0;310.65833333333273;296.8888888888905
173453.0;-6.300000000000001;-8.0;-1.9;3.3000000000000003;-7.0;0.4;-44.00000000000001;-1.1;-36.7;310.6749999999994;296.91666666666833
173470.0;-6.300000000000001;-8.3;-1.8;3.2;-7.7;0.6000000000000001;-44.00000000000001;-1.1;-36.7;310.69166666666604;296.94444444444616
173486.0;-6.300000000000001;-8.8;-1.3;3.1;-7.9;1.2000000000000002;-56.6;-0.6000000000000001;-19.200000000000003;310.7083333333327;296.972222222224
173503.0;-6.5;-8.6;-0.9;3.1;-7.9;1.2000000000000002;-67.2;-0.1;1.0;310.73333333333267;297.0147058823529
173520.0;-5.5;-8.6;-0.3;5.2;-8.700000000000001;1.9;-73.2;-1.4;23.2;310.7499999999993;297.0441176470588
173537.0;-3.1;-10.0;-0.6000000000000001;6.800000000000001;-10.4;1.4;-76.1;-7.500000000000001;40.1;310.76666666666597;297.07352941176464
173553.0;-1.9;-11.6;-1.3;7.5;-12.0;1.0;-101.6;-13.3;64.4;310.7833333333326;297.1029411764705
173570.0;-1.6;-12.3;-0.5;7.800000000000001;-12.9;1.7000000000000002;-123.4;-17.5;92.90000000000002;310.7999999999993;297.13235294117635
173586.0;-1.3;-12.0;0.4;8.9;-12.8;3.5;-123.4;-17.5;92.90000000000002;310.8166666666659;297.1617647058822
173603.0;1.2000000000000002;-10.8;3.3000000000000003;11.4;-12.2;5.9;-136.0;-29.500000000000004;131.5;310.8333333333326;297.19117647058806
173620.0;4.7;-9.3;5.7;14.3;-11.5;7.5;-101.20000000000002;-53.10000000000001;192.8;310.8499999999992;297.2205882352939
173637.0;6.2;-8.5;6.1000000000000005;16.5;-10.7;7.5;-101.20000000000002;-53.10000000000001;192.8;310.8666666666659;297.2499999999998
173653.0;8.200000000000001;-6.6000000000000005;5.4;17.400000000000002;-9.4;6.300000000000001;-65.89999999999999;-53.2;202.8;310.88333333333253;297.2794117647056
173670.0;8.0;-3.8;3.4000000000000004;16.5;-7.4;4.4;-14.2;-34.2;186.00000000000003;310.8999999999992;297.3088235294115
173686.0;5.800000000000001;-0.9;1.6;14.5;-5.4;2.9000000000000004;-3.0;-32.400000000000006;173.0;310.91666666666583;297.33823529411734
173703.0;4.9;0.2;1.1;13.1;-4.0;2.0;-3.0;-32.400000000000006;173.0;310.9333333333325;297.3676470588232
173721.0;4.1000000000000005;2.3000000000000003;0.2;12.5;-2.6;1.1;5.300000000000001;-33.6;157.60000000000002;310.94999999999914;297.39705882352905
173736.0;4.0;4.0;-0.6000000000000001;12.2;-1.5;0.4;-6.4;-22.700000000000003;143.70000000000002;310.9666666666658;297.4264705882349
173753.0;3.6;5.1000000000000005;-0.8;11.6;-0.9;0.2;-26.40000000000001;-3.8;126.5;310.98333333333244;297.45588235294076
173770.0;3.3000000000000003;5.4;-0.6000000000000001;10.8;-0.7000000000000001;0.6000000000000001;-26.40000000000001;-3.8;126.5;311.0079365079365;297.49999999999955
173786.0;2.4000000000000004;5.6000000000000005;0.2;9.9;-0.8;1.3;-61.0;29.500000000000004;93.9;311.0238095238095;297.5294117647054
173804.0;1.5;5.4;1.1;9.0;-1.1;2.0;-65.8;39.50000000000001;84.69999999999999;311.03968253968253;297.55882352941126
173821.0;1.2000000000000002;5.300000000000001;1.4;8.4;-1.3;2.4000000000000004;-65.8;39.50000000000001;84.69999999999999;311.05555555555554;297.5882352941171
173837.0;1.0;5.4;1.5;8.3;-1.4;2.3000000000000003;-57.8;49.8;78.4;311.07142857142856;297.61764705882297
173853.0;1.2000000000000002;5.6000000000000005;1.3;8.3;-1.4;2.2;-50.400000000000006;47.5;75.5;311.08730158730157;297.6470588235288
173870.0;1.4;5.6000000000000005;1.3;8.5;-1.5;2.2;-41.50000000000001;42.1;72.0;311.1031746031746;297.6764705882347
173886.0;1.6;5.6000000000000005;1.3;8.5;-1.6;2.2;-41.50000000000001;42.1;72.0;311.1190476190476;297.70588235294053
173903.0;1.9;5.5;1.3;8.700000000000001;-1.8;2.2;-20.4;28.500000000000004;67.5;311.1349206349206;297.7352941176464
173923.0;2.7;5.1000000000000005;1.1;9.2;-2.3000000000000003;2.1;-10.4;21.8;67.10000000000001;311.1507936507936;297.76470588235225
173936.0;3.3000000000000003;4.800000000000001;1.0;10.1;-2.8000000000000003;2.0;-10.4;21.8;67.10000000000001;311.16666666666663;297.7941176470581
173953.0;4.4;4.6000000000000005;0.9;11.1;-3.0;1.9;3.1;13.1;68.7;311.18253968253964;297.82352941176396
173970.0;6.2;4.2;0.6000000000000001;12.5;-3.5;1.7000000000000002;6.0;7.1000000000000005;66.7;311.19841269841265;297.8529411764698
173988.0;7.800000000000001;4.2;0.7000000000000001;13.8;-3.6;1.8;6.2;2.4000000000000004;62.2;311.21428571428567;297.88235294117567
174007.0;7.800000000000001;4.2;0.7000000000000001;13.8;-3.6;1.8;6.2;2.4000000000000004;62.2;311.2301587301587;297.9117647058815
174020.0;10.3;4.1000000000000005;0.2;16.7;-4.0;1.4;-0.9000000000000001;-16.700000000000003;32.400000000000006;311.2460317460317;297.9411764705874
174039.0;11.5;2.9000000000000004;0.7000000000000001;16.7;-4.0;1.4;-0.9000000000000001;-16.700000000000003;32.400000000000006;311.2619047619047;297.97058823529323
174055.0;12.6;1.2000000000000002;2.9000000000000004;18.5;-6.7;4.7;-6.600000000000001;-25.1;12.5;311.2857142857142;298.0151515151515
174070.0;11.7;1.6;4.5;18.0;-5.7;5.4;22.8;-15.6;-9.5;311.30158730158723;298.0454545454545
174088.0;11.9;3.1;3.0;18.5;-4.6000000000000005;4.1000000000000005;44.8;-23.800000000000004;-27.2;311.31746031746025;298.0757575757575
174107.0;13.1;2.6;1.8;19.8;-4.9;3.1;51.4;-38.50000000000001;-61.3;311.33333333333326;298.1060606060605
174121.0;13.3;1.6;2.2;20.1;-6.300000000000001;3.7;51.4;-38.50000000000001;-61.3;311.34920634920627;298.1363636363635
174137.0;11.7;-0.6000000000000001;2.8000000000000003;18.6;-7.9;4.1000000000000005;46.9;-29.500000000000004;-141.1;311.3650793650793;298.1666666666665
174154.0;8.3;-2.4000000000000004;2.7;16.1;-9.0;4.1000000000000005;44.8;-15.5;-164.0;311.3809523809523;298.1969696969695
174170.0;6.6000000000000005;-2.9000000000000004;2.7;13.5;-9.2;4.0;44.8;-15.5;-164.0;311.3968253968253;298.2272727272725
174187.0;3.4000000000000004;-3.2;2.5;11.3;-8.9;4.1000000000000005;47.2;-1.3;-172.1;311.4126984126983;298.2575757575755
174204.0;1.0;-3.0;2.6;9.7;-8.3;4.3;55.400000000000006;-3.7000000000000006;-166.00000000000003;311.42857142857133;298.2878787878785
174223.0;-0.4;-2.7;2.3000000000000003;8.700000000000001;-7.7;4.1000000000000005;67.60000000000001;-11.6;-158.00000000000003;311.44444444444434;298.31818181818153
