time;m_acc_x;m_acc_y;m_acc_z;m_accG_x;m_accG_y;m_accG_z;m_rotTate_alpha;m_rotTate_beta;m_rotTate_gamma;p_lat;p_long;p_alt;p_acc;p_head;p_speed;steps;distance
4053.0;-0.5;-0.8;1.3;5.800000000000001;1.4;8.3;-8.0;-74.0;50.8;55.61267591;12.99129569;55.0491943359375;21.149688720703125;205.8000030517578;0.4199999868869781;1.0;2.1310344827586167
5054.0;1.9;-0.1;-0.3;10.6;-3.1;3.2;26.9;-2.7;4.4;55.61267679;12.99129462;51.85577392578125;17.794832229614258;216.8000030517578;0.8299999833106995;1.0;2.965517241379281
6053.0;0.0;0.7000000000000001;-1.1;9.0;-2.7;2.2;23.3;-9.9;1.3;55.61265027;12.99132014;54.00506591796875;15.60543155670166;290.70001220703125;0.6700000166893005;1.0;3.7371794871794846
7042.0;-0.6000000000000001;-1.5;0.8;8.6;-3.5;4.5;25.4;-4.6;-57.7;55.61263247;12.9913236;53.30419921875;13.824057579040527;257.29998779296875;0.800000011920929;1.0;4.458333333333366
8053.0;2.9000000000000004;1.5;0.4;11.4;-2.5;3.7;16.3;-16.6;39.400000000000006;55.61262804;12.99131959;52.9256591796875;12.706388473510742;248.5;0.5600000023841858;1.0;5.23239436619719
9053.0;2.7;1.7000000000000002;-1.0;11.5;-2.2;1.9;-30.1;10.4;-10.0;55.61262615;12.99131182;51.2369384765625;11.837945938110352;262.1000061035156;0.8899999856948853;1.0;6.09027777777778
10039.0;-1.9;-1.4;-0.4;7.5;-2.8000000000000003;3.0;9.3;-5.9;-11.8;55.61262241;12.99130672;51.20489501953125;10.749650955200195;290.1000061035156;0.9800000190734864;1.0;6.902777777777803
11053.0;2.3000000000000003;-0.2;1.7000000000000002;10.8;-4.2;5.1000000000000005;-26.5;2.3;30.1;55.61263473;12.99130716;52.9693603515625;8.820026397705078;282.3999938964844;0.6800000071525574;1.0;7.703947368421073
12053.0;-0.3;1.0;0.3;8.4;-2.6;3.7;-63.900000000000006;52.60000000000001;-47.3;55.6126394;12.99130404;52.71746826171875;9.76338005065918;275.5;0.7300000190734863;1.0;8.612903225806434
13054.0;-3.6;-2.1;-0.8;5.6000000000000005;-3.7;2.8000000000000003;-0.7;11.8;-23.90000000000001;55.61264143;12.9912977;53.32293701171875;9.593852043151855;279.20001220703125;0.959999978542328;1.0;9.464052287581698
14036.0;1.2000000000000002;2.3000000000000003;1.4;9.7;-1.8;4.800000000000001;74.4;-27.700000000000003;12.7;55.6126553;12.99129046;54.4022216796875;8.793314933776855;288.6000061035156;0.9100000262260436;1.0;10.238410596026483
15053.0;-1.3;0.5;-0.8;7.6;-2.9000000000000004;2.6;-18.5;18.8;-23.1;55.61267289;12.99128467;57.762451171875;8.576074600219727;300.79998779296875;0.9200000166893004;1.0;11.058823529411764
16053.0;-1.1;-2.8000000000000003;0.4;8.1;-4.4;3.8;-22.1;-9.7;33.1;55.61268144;12.99127954;58.827880859375;8.487920761108398;301.29998779296875;0.8600000143051147;1.0;11.849673202614376
17053.0;0.6000000000000001;0.2;-0.8;9.3;-3.5;2.8000000000000003;52.7;-28.4;-20.1;55.61268848;12.99127292;58.51318359375;8.268369674682617;309.0;0.8899999856948853;10.595041322314032;12.628742514970053
18056.0;-0.6000000000000001;0.7000000000000001;-0.8;8.1;-2.9000000000000004;2.5;-40.6;25.0;-3.6000000000000005;55.6126903;12.99126696;59.849609375;7.793979167938232;305.3999938964844;0.8100000023841858;11.588709677419338;13.397350993377472
19053.0;-0.7000000000000001;-2.5;0.1;8.700000000000001;-4.2;3.3000000000000003;-37.0;2.1;27.4;55.6126931;12.99125828;60.48974609375;7.1925883293151855;306.20001220703125;1.1399999856948853;13.60504201680672;14.217105263157901
20054.0;0.0;-0.4;-0.2;9.2;-3.3000000000000003;3.1;71.6;-43.6;-2.6;55.61269008;12.99125489;62.193603515625;7.09139347076416;308.79998779296875;0.7200000286102295;14.598360655737762;15.006849315068493
21053.0;-0.1;0.7000000000000001;-0.4;8.6;-2.7;2.9000000000000004;-21.0;5.9;25.200000000000003;55.61268219;12.99124496;60.786865234375;7.042577743530273;287.0;0.8399999737739563;15.593495934959329;15.842465753424634
22053.0;1.0;-2.2;1.9;10.4;-4.1000000000000005;4.7;-78.7;23.5;61.0;55.61267257;12.99123229;60.9566650390625;6.66437578201294;255.0;0.8999999761581421;17.6083333333333;16.66887417218541
23053.0;-0.7000000000000001;-0.9;0.9;8.6;-3.4000000000000004;3.7;7.1000000000000005;-5.1000000000000005;-52.60000000000001;55.61266427;12.99122068;60.5250244140625;6.399164199829102;249.3000030517578;0.7400000095367432;18.61475409836058;17.51428571428565
24052.0;1.4;0.2;-0.4;10.2;-3.7;2.7;8.600000000000001;-6.600000000000001;20.4;55.61265729;12.99121136;60.2523193359375;5.878725528717041;245.3999938964844;0.7200000286102295;19.6083333333333;18.33121019108286
25053.0;3.1;2.7;-0.7000000000000001;11.7;-1.7000000000000002;1.9;33.7;-12.9;22.000000000000004;55.6126539;12.99119794;59.7083740234375;6.086583614349365;268.0;0.8899999856948853;21.611570247933997;19.119718309859174
26052.0;-1.6;-2.0;0.6000000000000001;7.800000000000001;-4.1000000000000005;3.1;0.9000000000000001;6.300000000000001;-62.6;55.61265058;12.99118001;59.11407470703125;6.0852131843566895;251.6999969482422;1.0299999713897705;22.599999999999934;19.978873239436773
